id	name	symbol	chromosome	start	stop
PA38161	small nuclear ribonucleoprotein polypeptide F pseudogene 1	SNRPFP1	20	49729572 	49729939 
PA36004	small nuclear ribonucleoprotein polypeptide G	SNRPG	2	70281362 	70293771 
PA134893290	small nuclear ribonucleoprotein polypeptide G pseudogene 1	SNRPGP1	14	50571774 	50572173 
PA134863404	small nuclear ribonucleoprotein polypeptide G pseudogene 2	SNRPGP2	18	54406754 	54407195 
PA36005	small nuclear ribonucleoprotein polypeptide N	SNRPN	15	24823637 	24978723 
PA36007	syntrophin alpha 1	SNTA1	20	33407957 	33443892 
PA36008	syntrophin beta 1	SNTB1	8	120535745 	120812069 
PA36009	syntrophin beta 2	SNTB2	16	69186133 	69309052 
PA37806	syntrophin gamma 1	SNTG1	8	49909726 	50796656 
PA37807	syntrophin gamma 2	SNTG2	2	950868 	1367991 
PA164726205	"sentan, cilia apical structure protein"	SNTN	3	63652668 	63665217 
PA31621	small nuclear ribonucleoprotein 13	SNU13	22	41673933 	41690492 
PA34611	snurportin 1	SNUPN	15	75598083 	75626378 
PA36010	SNRPN upstream reading frame	SNURF	15	24954893 	24978723 
PA145149067	SNRPN upstream reading frame-like	SNURFL	X	139361940 	139362482 
PA134883977	SNW domain containing 1	SNW1	14	77717599 	77761220 
PA36011	sorting nexin 1	SNX1	15	64094071 	64144234 
PA37950	sorting nexin 10	SNX10	7	26291895 	26374330 
PA37951	sorting nexin 11	SNX11	17	48107533 	48123064 
PA37952	sorting nexin 12	SNX12	X	71059247 	71073426 
PA129697240	sorting nexin 13	SNX13	7	17790761 	17940518 
PA129840867	sorting nexin 14	SNX14	6	85505496 	85594156 
PA37953	sorting nexin 15	SNX15	11	65027408 	65040572 
PA134972049	sorting nexin 16	SNX16	8	81799583 	81842326 
PA37954	sorting nexin 17	SNX17	2	27370496 	27377533 
PA162404304	sorting nexin 18	SNX18	5	54517759 	54619249 
PA134904352	sorting nexin 19	SNX19	11	130866254 	130916488 
PA134906794	sorting nexin 19 pseudogene 1	SNX19P1	21	13525103 	13530011 
PA36012	sorting nexin 2	SNX2	5	122774996 	122834539 
PA162404311	sorting nexin 20	SNX20	16	50666300 	50681353 
PA25703	sorting nexin family member 21	SNX21	20	45833418 	45843275 
PA134897329	sorting nexin 22	SNX22	15	64151698 	64157481 
PA134980773	sorting nexin 24	SNX24	5	122845465 	123029318 
PA134988505	sorting nexin 25	SNX25	4	185204237 	185363971 
PA134969143	sorting nexin 27	SNX27	1	151612027 	151699083 
PA162404312	sorting nexin 29	SNX29	16	11976734 	12574289 
PA142670963	sorting nexin 29 pseudogene 1	SNX29P1	16	21349363 	21385933 
PA142670964	sorting nexin 29 pseudogene 2	SNX29P2	16	29302287 	29365059 
PA36013	sorting nexin 3	SNX3	6	108211217 	108261260 
PA142670889	sorting nexin family member 30	SNX30	9	112750817 	112875847 
PA162404313	sorting nexin 31	SNX31	8	100572882 	100663410 
PA162404314	sorting nexin 32	SNX32	11	65833636 	65854687 
PA162404345	sorting nexin 33	SNX33	15	75649007 	75658627 
PA36014	sorting nexin 4	SNX4	3	125446644 	125520214 
PA37945	sorting nexin 5	SNX5	20	17941596 	17968991 
PA37946	sorting nexin 6	SNX6	14	34561409 	34630160 
PA37947	sorting nexin 7	SNX7	1	98661344 	98760500 
PA37948	sorting nexin 8	SNX8	7	2251770 	2354481 
PA37949	sorting nexin 9	SNX9	6	157716046 	157945077 
PA36015	sterol O-acyltransferase 1	SOAT1	1	179293714 	179358680 
PA36016	sterol O-acyltransferase 2	SOAT2	12	53102437 	53124539 
PA162404346	sine oculis binding protein homolog	SOBP	6	107490104 	107661309 
PA134863068	suppressor of cytokine signaling 1	SOCS1	16	11254417 	11256182 
PA128394542	suppressor of cytokine signaling 2	SOCS2	12	93569822 	93626236 
PA134947134	suppressor of cytokine signaling 2 pseudogene 1	SOCS2P1	20	33187392 	33188293 
PA134940206	suppressor of cytokine signaling 2 pseudogene 2	SOCS2P2	22	22169956 	22171602 
PA134885765	suppressor of cytokine signaling 3	SOCS3	17	78356777 	78360079 
PA164742477	suppressor of cytokine signaling 4	SOCS4	14	55027126 	55049489 
PA134884627	suppressor of cytokine signaling 5	SOCS5	2	46698960 	46762788 
PA134917653	suppressor of cytokine signaling 6	SOCS6	18	70288901 	70330199 
PA164742488	suppressor of cytokine signaling 7	SOCS7	17	38351876 	38405593 
PA334	superoxide dismutase 1	SOD1	21	31659622 	31668931 
PA36017	superoxide dismutase 2	SOD2	6	159679064 	159762529 
PA36018	superoxide dismutase 3	SOD3	4	24795463 	24800845 
PA25657	"suppressor of glucose, autophagy associated 1"	SOGA1	20	36777442 	36863684 
PA134983080	SOGA family member 3	SOGA3	6	127438406 	127519355 
PA134899168	spermatogenesis and oogenesis specific basic helix-loop-helix 1	SOHLH1	9	135691862 	135701316 
PA144596273	spermatogenesis and oogenesis specific basic helix-loop-helix 2	SOHLH2	13	36168208 	36214615 
PA36020	SON DNA binding protein	SON	21	33543038 	33577514 
PA37899	sorbin and SH3 domain containing 1	SORBS1	10	95311773 	95561420 
PA142670890	sorbin and SH3 domain containing 2	SORBS2	4	185585444 	185956716 
PA128394570	sorbin and SH3 domain containing 3	SORBS3	8	22544990 	22575495 
PA134861284	sortilin related VPS10 domain containing receptor 1	SORCS1	10	106573663 	107181138 
PA134902026	sortilin related VPS10 domain containing receptor 2	SORCS2	4	7192607 	7742837 
PA134949387	sortilin related VPS10 domain containing receptor 3	SORCS3	10	104641101 	105265242 
PA36021	sorbitol dehydrogenase	SORD	15	45023104 	45075089 
PA36022	sortilin related receptor 1	SORL1	11	121452203 	121633762 
PA36023	sortilin 1	SORT1	1	109309565 	109397945 
PA36024	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	2	38981549 	39124959 
PA36025	SOS Ras/Rho guanine nucleotide exchange factor 2	SOS2	14	50117128 	50231381 
PA37809	sclerostin	SOST	17	43753731 	43758788 
PA134937603	sclerostin domain containing 1	SOSTDC1	7	16461481 	16496513 
PA142672610	sosondowah ankyrin repeat domain family member A	SOWAHA	5	132813324 	132816797 
PA145149864	sosondowah ankyrin repeat domain family member B	SOWAHB	4	76894929 	76897849 
PA134882354	sosondowah ankyrin repeat domain family member C	SOWAHC	2	109614334 	109618987 
PA145149865	sosondowah ankyrin repeat domain family member D	SOWAHD	X	119758613 	119760202 
PA36026	SRY-box 1	SOX1	13	112067599 	112071706 
PA36027	SRY-box 10	SOX10	22	37972312 	37984532 
PA36028	SRY-box 11	SOX11	2	5692667 	5701385 
PA36035	SRY-box 12	SOX12	20	325571 	330228 
PA36029	SRY-box 13	SOX13	1	204073096 	204127743 
PA36030	SRY-box 14	SOX14	3	137764292 	137766334 
PA36033	SRY-box 15	SOX15	17	7588180 	7590170 
PA38296	SRY-box 17	SOX17	8	54457935 	54460896 
PA36031	SRY-box 18	SOX18	20	64047726 	64049626 
PA36032	SRY-box 2	SOX2	3	181711924 	181714436 
PA36034	SRY-box 21	SOX21	13	94709622 	94712543 
PA134874116	SOX2 overlapping transcript (non-protein coding)	SOX2-OT	3	181056680 	181742228 
PA36036	SRY-box 3	SOX3	X	140502987 	140505060 
PA134876614	SRY-box 30	SOX30	5	157624796 	157672081 
PA36037	SRY-box 4	SOX4	6	21593741 	21598619 
PA36038	SRY-box 5	SOX5	12	23529499 	24562701 
PA38137	SRY-box 6	SOX6	11	15966449 	16476388 
PA38307	SRY-box 7	SOX7	8	10723768 	10730574 
PA36040	SRY-box 8	SOX8	16	981808 	986979 
PA36041	SRY-box 9	SOX9	17	72121020 	72126420 
PA36042	Sp1 transcription factor	SP1	12	53380195 	53416446 
PA36043	SP100 nuclear antigen	SP100	2	230416156 	230545602 
PA35104	SP110 nuclear body protein	SP110	2	230165466 	230225729 
PA38205	SP140 nuclear body protein	SP140	2	230202924 	230316571 
PA164726206	SP140 nuclear body protein like	SP140L	2	230327152 	230407506 
PA36044	Sp2 transcription factor	SP2	17	47896032 	47932271 
PA36045	Sp3 transcription factor	SP3	2	173906459 	173965702 
PA36046	Sp4 transcription factor	SP4	7	21428071 	21514761 
PA134875843	Sp5 transcription factor	SP5	2	170714725 	170717988 
PA37892	Sp6 transcription factor	SP6	17	47844908 	47876312 
PA134917046	Sp7 transcription factor	SP7	12	53326575 	53344793 
PA134893390	Sp8 transcription factor	SP8	7	20782274 	20786889 
PA164726207	Sp9 transcription factor	SP9	2	174335093 	174337540 
PA36047	sperm autoantigenic protein 17	SPA17	11	124673844 	124694794 
PA134944772	sperm autoantigenic protein 17 pseudogene 1	SPA17P1	10	75382217 	75382910 
PA166181655	small regulatory polypeptide of amino acid response	SPAAR		0 	0 
PA37943	sperm acrosome associated 1	SPACA1	6	88046907 	88066832 
PA38101	sperm acrosome associated 3	SPACA3	17	32991864 	32997877 
PA38141	sperm acrosome associated 4	SPACA4	19	48606743 	48607714 
PA134907501	sperm acrosome associated 5	SPACA5	X	48004336 	48009736 
PA162404365	sperm acrosome associated 5B	SPACA5B	X	48130657 	48132613 
PA164723593	sperm acrosome associated 6	SPACA6	19	51688211 	51712071 
PA147358486	sperm acrosome associated 7	SPACA7	13	112376300 	112434695 
PA25983	sperm acrosome associated 9	SPACA9	9	132878320 	132890314 
PA36049	sperm associated antigen 1	SPAG1	8	100157869 	100241904 
PA162404366	sperm associated antigen 11A	SPAG11A	8	7847880 	7863797 
PA37894	sperm associated antigen 11B	SPAG11B	8	7447754 	7463670 
PA134887898	sperm associated antigen 16	SPAG16	2	213284369 	214410501 
PA142670888	sperm associated antigen 17	SPAG17	1	117953665 	118185225 
PA36050	sperm associated antigen 4	SPAG4	20	35615856 	35621094 
PA134868542	sperm associated antigen 5	SPAG5	17	28577565 	28599038 
PA36051	sperm associated antigen 6	SPAG6	10	22345416 	22417610 
PA36052	sperm associated antigen 7	SPAG7	17	4959226 	4967837 
PA37843	sperm associated antigen 8	SPAG8	9	35807785 	35812262 
PA37890	sperm associated antigen 9	SPAG9	17	50962174 	51120865 
PA36053	sperm adhesion molecule 1	SPAM1	7	123925232 	123971410 
PA36054	"sperm protein associated with the nucleus, X-linked, family member A1"	SPANXA1	X	141583674 	141584738 
PA37870	SPANX family member A2	SPANXA2	X	141589708 	141590772 
PA142672061	SPANXA2 overlapping transcript 1 (non-protein coding)	SPANXA2-OT1	X	141502849 	141649939 
PA37871	SPANX family member B1	SPANXB1	X	141002591 	141003706 
PA37873	SPANX family member C	SPANXC	X	141241463 	141242550 
PA37874	SPANX family member D	SPANXD	X	141697401 	141698739 
PA162404376	SPANX family member N1	SPANXN1	X	145247587 	145256208 
PA162404384	SPANX family member N2	SPANXN2	X	143712035 	143720668 
PA162404385	SPANX family member N3	SPANXN3	X	143508735 	143517475 
PA162404394	SPANX family member N4	SPANXN4	X	143025918 	143038637 
PA162404403	SPANX family member N5	SPANXN5	X	52796146 	52797348 
PA36055	secreted protein acidic and cysteine rich	SPARC	5	151661096 	151687054 
PA36056	SPARC like 1	SPARCL1	4	87473330 	87529503 
PA134871645	spartin	SPART	13	36301638 	36370180 
PA36063	spastin	SPAST	2	32063551 	32157637 
PA37910	spermatogenesis associated 1	SPATA1	1	84506301 	84556495 
PA134888733	spermatogenesis associated 12	SPATA12	3	57060132 	57076068 
PA134912609	spermatogenesis associated 13	SPATA13	13	23979626 	24307074 
PA134942358	spermatogenesis associated 16	SPATA16	3	172889357 	173141268 
PA144596270	spermatogenesis associated 17	SPATA17	1	217631324 	217868151 
PA142670883	spermatogenesis associated 18	SPATA18	4	52051331 	52097305 
PA142670884	spermatogenesis associated 19	SPATA19	11	133835930 	133845538 
PA37909	spermatogenesis associated 2	SPATA2	20	49903391 	49915543 
PA142670885	spermatogenesis associated 20	SPATA20	17	50547089 	50555852 
PA142670886	spermatogenesis associated 21	SPATA21	1	16397271 	16437842 
PA142670887	spermatogenesis associated 22	SPATA22	17	3440011 	3513852 
PA165660551	spermatogenesis associated 24	SPATA24	5	139395269 	139404204 
PA25707	spermatogenesis associated 25	SPATA25	20	45886491 	45887599 
PA162404411	spermatogenesis associated 2 like	SPATA2L	16	89696357 	89701993 
PA38256	spermatogenesis associated 3	SPATA3	2	230996124 	231019939 
PA162387841	SPATA31 subfamily A member 1	SPATA31A1	9	39355667 	39361962 
PA162387867	SPATA31 subfamily A member 3	SPATA31A3	9	66986301 	66992550 
PA162387890	SPATA31 subfamily A member 5	SPATA31A5	9	60914372 	60920653 
PA164719932	SPATA31 subfamily A member 6	SPATA31A6	9	42183659 	42189887 
PA162387900	SPATA31 subfamily A member 7	SPATA31A7	9	61190036 	61196280 
PA164719942	"SPATA31 subfamily C, member 1"	SPATA31C1	9	87913936 	87923657 
PA162387924	"SPATA31 subfamily C, member 2"	SPATA31C2	9	88129305 	88134985 
PA166049029	SPATA31 subfamily D member 1	SPATA31D1	9	81987404 	81995256 
PA166049032	SPATA31 subfamily D member 3	SPATA31D3	9	81943500 	81950094 
PA166049031	SPATA31 subfamily D member 4	SPATA31D4	9	81928428 	81934998 
PA134886884	SPATA31 subfamily E member 1	SPATA31E1	9	87882857 	87888899 
PA142672229	spermatogenesis associated 32	SPATA32	17	45254393 	45262112 
PA142672262	spermatogenesis associated 33	SPATA33	16	89657744 	89670458 
PA38232	spermatogenesis associated 4	SPATA4	4	176184574 	176195671 
PA164717042	spermatogenesis associated 45	SPATA45	1	212830141 	212847649 
PA142672495	spermatogenesis associated 46	SPATA46	1	162373725 	162376962 
PA165617678	spermatogenesis associated 48	SPATA48	7	50095861 	50159256 
PA38294	spermatogenesis associated 5	SPATA5	4	122923070 	123319450 
PA134923477	spermatogenesis associated 5 like 1	SPATA5L1	15	45400202 	45421419 
PA38312	spermatogenesis associated 6	SPATA6	1	48258643 	48472208 
PA134880636	spermatogenesis associated 6 like	SPATA6L	9	4540092 	4666674 
PA134907300	spermatogenesis associated 7	SPATA7	14	88385638 	88470350 
PA134977227	spermatogenesis associated 8	SPATA8	15	96783407 	96785615 
PA134900368	spermatogenesis associated 9	SPATA9	5	95652181 	95731848 
PA134907641	spermatogenesis and centriole associated 1	SPATC1	8	144010992 	144047114 
PA25851	spermatogenesis and centriole associated 1 like	SPATC1L	21	46161148 	46185159 
PA134922278	spermatogenesis associated serine rich 1	SPATS1	6	44342660 	44377167 
PA134871579	spermatogenesis associated serine rich 2	SPATS2	12	49366905 	49527441 
PA165697465	spermatogenesis associated serine rich 2 like	SPATS2L	2	200305881 	200482263 
PA162404412	SPC24 component of NDC80 kinetochore complex	SPC24	19	11145494 	11155997 
PA162404413	SPC25 component of NDC80 kinetochore complex	SPC25	2	168865045 	168890443 
PA134972486	signal peptidase complex subunit 1	SPCS1	3	52705841 	52708182 
PA128394559	signal peptidase complex subunit 2	SPCS2	11	74949247 	74979031 
PA134953709	signal peptidase complex subunit 2 homolog (S. cerevisiae) pseudogene 1	SPCS2P1	15	43131019 	43131687 
PA134910080	signal peptidase complex subunit 3	SPCS3	4	176319939 	176332245 
PA134993886	SAM pointed domain containing ETS transcription factor	SPDEF	6	34537802 	34556333 
PA144596466	spindle apparatus coiled-coil protein 1	SPDL1	5	169583634 	169604778 
PA134954857	speedy/RINGO cell cycle regulator family member A	SPDYA	2	28810834 	28850610 
PA144596271	speedy/RINGO cell cycle regulator family member C	SPDYC	11	65170236 	65173666 
PA38135	speedy/RINGO cell cycle regulator family member E1	SPDYE1	7	43997855 	44011040 
PA166181656	speedy/RINGO cell cycle regulator family member E16	SPDYE16		0 	0 
PA164726233	speedy/RINGO cell cycle regulator family member E2	SPDYE2	7	102551232 	102565227 
PA166123738	speedy/RINGO cell cycle regulator family member E2B	SPDYE2B	7		
PA164726234	speedy/RINGO cell cycle regulator family member E3	SPDYE3	7	100306799 	100322196 
PA164726235	speedy/RINGO cell cycle regulator family member E4	SPDYE4	17	8746868 	8759428 
PA164726251	speedy/RINGO cell cycle regulator family member E5	SPDYE5	7	75493627 	75504304 
PA164726272	speedy/RINGO cell cycle regulator family member E6	SPDYE6	7	102345752 	102356444 
PA164718712	sperm antigen with calponin homology and coiled-coil domains 1	SPECC1	17	20009301 	20319026 
PA164718673	sperm antigen with calponin homology and coiled-coil domains 1 like	SPECC1L	22	24270817 	24417740 
PA162404432	sperm flagellar 1	SPEF1	20	3777504 	3781466 
PA162404451	sperm flagellar 2	SPEF2	5	35617773 	35814611 
PA142672598	striated muscle enriched protein kinase	SPEG	2	219434215 	219493632 
PA166181657	SPEG neighbor	SPEGNB		0 	0 
PA162404476	spermatid maturation 1	SPEM1	17	7420360 	7421632 
PA142672222	SPEM family member 2	SPEM2	17	7424874 	7427568 
PA166181658	SPEM family member 3	SPEM3		0 	0 
PA134895302	spen family transcriptional repressor	SPEN	1	15847864 	15940455 
PA37980	sperm equatorial segment protein 1	SPESP1	15	68930500 	68946811 
PA36058	"SPG11 vesicle trafficking associated, spatacsin"	SPG11	15	44562696 	44663678 
PA134921126	"SPG21 abhydrolase domain containing, maspardin"	SPG21	15	64963021 	64989946 
PA36067	"SPG7 matrix AAA peptidase subunit, paraplegin"	SPG7	16	89508379 	89557768 
PA36070	sphingosine kinase 1	SPHK1	17	76382977 	76387860 
PA38719	sphingosine kinase 2	SPHK2	19	48619291 	48630407 
PA162404477	"SPHK1 interactor, AKAP domain containing"	SPHKAP	2	227979954 	228181999 
PA36071	Spi-1 proto-oncogene	SPI1	11	47354858 	47395640 
PA36072	Spi-B transcription factor	SPIB	19	50418938 	50431053 
PA134897775	Spi-C transcription factor	SPIC	12	101475276 	101486997 
PA142672168	spindle and centriole associated protein 1	SPICE1	3	113442718 	113515187 
PA142671636	scaffold protein involved in DNA repair	SPIDR	8	47260878 	47736001 
PA162404504	spindlin 1	SPIN1	9	88388382 	88478708 
PA162404521	spindlin family member 2A	SPIN2A	X	57134259 	57138688 
PA162404530	spindlin family member 2B	SPIN2B	X	57112142 	57121905 
PA134909757	spindlin family member 3	SPIN3	X	56976370 	56995801 
PA162404539	spindlin family member 4	SPIN4	X	63347228 	63351339 
PA162377769	spindlin interactor and repressor of chromatin binding	SPINDOC	11	63813374 	63827718 
PA36074	"serine peptidase inhibitor, Kazal type 1"	SPINK1	5	147824580 	147839231 
PA165660568	"serine peptidase inhibitor, Kazal type 13 (putative)"	SPINK13	5	148268860 	148286210 
PA165660569	"serine peptidase inhibitor, Kazal type 14 (putative)"	SPINK14	5	148146372 	148176076 
PA36075	"serine peptidase inhibitor, Kazal type 2"	SPINK2	4	56809860 	56822210 
PA38180	"serine peptidase inhibitor, Kazal type 4"	SPINK4	9	33240198 	33248567 
PA37962	"serine peptidase inhibitor, Kazal type 5"	SPINK5	5	148063972 	148137362 
PA134915474	"serine peptidase inhibitor, Kazal type 6"	SPINK6	5	148202794 	148215137 
PA143485620	"serine peptidase inhibitor, Kazal type 7 (putative)"	SPINK7	5	148312427 	148315919 
PA162404546	"serine peptidase inhibitor, Kazal type 8 (putative)"	SPINK8	3	48306846 	48330311 
PA162404560	"serine peptidase inhibitor, Kazal type 9"	SPINK9	5	148323219 	148341974 
PA36076	"serine peptidase inhibitor, Kunitz type 1"	SPINT1	15	40844018 	40857655 
PA36077	"serine peptidase inhibitor, Kunitz type 2"	SPINT2	19	38264458 	38292614 
PA36078	"serine peptidase inhibitor, Kunitz type 3"	SPINT3	20	45512461 	45515624 
PA25679	"serine peptidase inhibitor, Kunitz type 4"	SPINT4	20	45722349 	45725696 
PA25710	"serine peptidase inhibitor, Kunitz type 5, pseudogene"	SPINT5P	20	45749920 	45750074 
PA134895885	spire type actin nucleation factor 1	SPIRE1	18	12446512 	12658102 
PA134926582	spire type actin nucleation factor 2	SPIRE2	16	89817477 	89871319 
PA36079	sialophorin	SPN	16	29662950 	29670507 
PA162404561	sphingolipid transporter 1 (putative)	SPNS1	16	28974767 	28984769 
PA162404590	sphingolipid transporter 2	SPNS2	17	4498834 	4539933 
PA162404621	sphingolipid transporter 3 (putative)	SPNS3	17	4433924 	4488204 
PA36080	SPO11 initiator of meiotic double stranded breaks	SPO11	20	57329757 	57343993 
PA134930231	SPOC domain containing 1	SPOCD1	1	31790422 	31816051 
PA36081	"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1"	SPOCK1	5	136975298 	137499329 
PA128394560	"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2"	SPOCK2	10	72059034 	72089032 
PA134977377	"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"	SPOCK3	4	166733384 	167234869 
PA36082	spondin 1	SPON1	11	13962637 	14268133 
PA36083	spondin 2	SPON2	4	1166932 	1208962 
PA36084	speckle type BTB/POZ protein	SPOP	17	49598884 	49678163 
PA162404650	speckle type BTB/POZ protein like	SPOPL	2	138501780 	138573235 
PA134958095	SPOUT domain containing methyltransferase 1	SPOUT1	9	128819651 	128833309 
PA36085	secreted phosphoprotein 1	SPP1	4	87975650 	87983411 
PA36086	secreted phosphoprotein 2	SPP2	2	234050671 	234077134 
PA166048995	signal peptide peptidase like 2A	SPPL2A	15	50702266 	50765713 
PA166049002	signal peptide peptidase like 2B	SPPL2B	19	2328571 	2355102 
PA166048986	signal peptide peptidase like 2C	SPPL2C	17	45844890 	45847072 
PA166049000	signal peptide peptidase like 3	SPPL3	12	120762510 	120904352 
PA36087	sepiapterin reductase	SPR	2	72887383 	72892160 
PA134897382	sprouty related EVH1 domain containing 1	SPRED1	15	38252087 	38357249 
PA134956365	sprouty related EVH1 domain containing 2	SPRED2	2	65307425 	65432599 
PA134871045	sprouty related EVH1 domain containing 3	SPRED3	19	38390061 	38399884 
PA142670876	shadow of prion protein	SPRN	10	133420666 	133424617 
PA36088	small proline rich protein 1A	SPRR1A	1	152984088 	152985814 
PA36089	small proline rich protein 1B	SPRR1B	1	153031203 	153032900 
PA36090	small proline rich protein 2A	SPRR2A	1	153056120 	153057512 
PA36091	small proline rich protein 2B	SPRR2B	1	153070226 	153071608 
PA36092	small proline-rich protein 2C (pseudogene)	SPRR2C	1	153140118 	153141493 
PA36093	small proline rich protein 2D	SPRR2D	1	153039725 	153041144 
PA36094	small proline rich protein 2E	SPRR2E	1	153093135 	153094528 
PA36095	small proline rich protein 2F	SPRR2F	1	153112121 	153119460 
PA36096	small proline rich protein 2G	SPRR2G	1	153149582 	153195377 
PA36097	small proline rich protein 3	SPRR3	1	153001747 	153003856 
PA134866393	small proline rich protein 4	SPRR4	1	152968765 	152972602 
PA166181659	small proline rich protein 5	SPRR5		0 	0 
PA142672442	SprT-like N-terminal domain	SPRTN	1	231337936 	231355029 
PA36098	sprouty RTK signaling antagonist 1	SPRY1	4	123396791 	123403760 
PA36099	sprouty RTK signaling antagonist 2	SPRY2	13	80335976 	80341115 
PA36100	sprouty RTK signaling antagonist 3	SPRY3	X	155612565 	155782459 
PA37975	sprouty RTK signaling antagonist 4	SPRY4	5	142310427 	142325055 
PA143485621	SPRY domain containing 3	SPRYD3	12	53064316 	53079420 
PA143485622	SPRY domain containing 4	SPRYD4	12	56468517 	56470985 
PA25511	SPRY domain containing 7	SPRYD7	13	49912702 	49936501 
PA142670871	splA/ryanodine receptor domain and SOCS box containing 1	SPSB1	1	9292882 	9369532 
PA142670872	splA/ryanodine receptor domain and SOCS box containing 2	SPSB2	12	6870935 	6873357 
PA142670873	splA/ryanodine receptor domain and SOCS box containing 3	SPSB3	16	1776712 	1782605 
PA142670874	splA/ryanodine receptor domain and SOCS box containing 4	SPSB4	3	141051317 	141148611 
PA36101	"spectrin alpha, erythrocytic 1"	SPTA1	1	158610498 	158686716 
PA36102	"spectrin alpha, non-erythrocytic 1"	SPTAN1	9	128552558 	128633665 
PA36103	"spectrin beta, erythrocytic"	SPTB	14	64746283 	64879892 
PA36104	"spectrin beta, non-erythrocytic 1"	SPTBN1	2	54456317 	54671446 
PA36105	"spectrin beta, non-erythrocytic 2"	SPTBN2	11	66682496 	66729361 
PA37918	"spectrin beta, non-erythrocytic 4"	SPTBN4	19	40467153 	40576459 
PA38020	"spectrin beta, non-erythrocytic 5"	SPTBN5	15	41848146 	41894077 
PA36106	serine palmitoyltransferase long chain base subunit 1	SPTLC1	9	92031134 	92115474 
PA36107	serine palmitoyltransferase long chain base subunit 2	SPTLC2	14	77505997 	77616767 
PA162404677	serine palmitoyltransferase long chain base subunit 3	SPTLC3	20	13008979 	13169103 
PA128394765	serine palmitoyltransferase small subunit A	SPTSSA	14	34432938 	34462262 
PA143485333	serine palmitoyltransferase small subunit B	SPTSSB	3	161344784 	161373123 
PA142670875	SPT2 chromatin protein domain containing 1	SPTY2D1	11	18606401 	18634823 
PA166181660	SPTY2D1 opposite strand	SPTY2D1OS		0 	0 
PA143485369	spexin hormone	SPX	12	21526257 	21532947 
PA142670869	spermatogenic leucine zipper 1	SPZ1	5	80319971 	80321842 
PA36108	squalene epoxidase	SQLE	8	124998478 	125022283 
PA134894920	sulfide quinone oxidoreductase	SQOR	15	45631148 	45691294 
PA36109	sequestosome 1	SQSTM1	5	179806388 	179838078 
PA36110	steroid receptor RNA activator 1	SRA1	5	140550067 	140558093 
PA142672514	steroid receptor associated and regulated protein	SRARP	1	16004236 	16006695 
PA144596269	S1 RNA binding domain 1	SRBD1	2	45388680 	45611295 
PA36111	"SRC proto-oncogene, non-receptor tyrosine kinase"	SRC	20	37344685 	37405432 
PA162404706	Snf2 related CREBBP activator protein	SRCAP	16	30699141 	30740129 
PA165432823	SRC kinase signaling inhibitor 1	SRCIN1	17	38530015 	38607166 
PA36112	steroid 5 alpha-reductase 1	SRD5A1	5	6633322 	6669562 
PA36114	"steroid-5-alpha-reductase, alpha polypeptide 1 pseudogene 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha pseudogene)"	SRD5A1P1	X	139446819 	139448973 
PA36113	steroid 5 alpha-reductase 2	SRD5A2	2	31522486 	31665651 
PA162404779	steroid 5 alpha-reductase 3	SRD5A3	4	55346114 	55373100 
PA335	sterol regulatory element binding transcription factor 1	SREBF1	17	17811349 	17837017 
PA336	sterol regulatory element binding transcription factor 2	SREBF2	22	41833079 	41907308 
PA38255	splicing regulatory glutamic acid and lysine rich protein 1	SREK1	5	66144218 	66183616 
PA162402954	SREK1 interacting protein 1	SREK1IP1	5	64718148 	64768849 
PA36116	serum response factor	SRF	6	43171295 	43181506 
PA142670870	serum response factor binding protein 1	SRFBP1	5	121961917 	122075624 
PA134887956	SLIT-ROBO Rho GTPase activating protein 1	SRGAP1	12	63844372 	64147863 
PA164742513	SLIT-ROBO Rho GTPase activating protein 2	SRGAP2	1	206203464 	206464443 
PA166123739	SLIT-ROBO Rho GTPase activating protein 2B	SRGAP2B	1		
PA166049001	SLIT-ROBO Rho GTPase activating protein 2C	SRGAP2C	1	121184967 	121392819 
PA166049102	SLIT-ROBO Rho GTPase activating protein 2D	SRGAP2D	1	143972639 	144069704 
PA134935463	SLIT-ROBO Rho GTPase activating protein 3	SRGAP3	3	8980591 	9362979 
PA33733	serglycin	SRGN	10	69057544 	69104811 
PA36117	sorcin	SRI	7	88205115 	88226993 
PA36118	sorcin pseudogene 1	SRIP1	4	58103147 	58103629 
PA165757405	sorcin pseudogene 2	SRIP2	X	89367466 	89367697 
PA165791577	sorcin pseudogene 3	SRIP3	Y	6718950 	6719180 
PA36119	sarcalumenin	SRL	16	4189374 	4242253 
PA36120	spermidine synthase	SRM	1	11054592 	11060053 
PA38162	spermidine synthase pseudogene 1	SRMP1	20	47859716 	47860949 
PA134884536	spermidine synthase pseudogene 2	SRMP2	14	60918982 	60920163 
PA36122	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	SRMS	20	63539924 	63547504 
PA36123	signal recognition particle 14	SRP14	15	40035690 	40039202 
PA36124	signal recognition particle 19	SRP19	5	112861188 	112893079 
PA36125	signal recognition particle 54	SRP54	14	34982645 	35029567 
